any,comarca,sup_seca_ha,sup_reg_ha,rend_seca_kg_ha,rend_reg_kg_ha,prod_total_t,sup_total_ha,rend_total_kg_ha,precip_anual_mm,tmax_mitjana_any,tmin_mitjana_any,elev_m_num,precip_apr_sep_mm,tmax_mitjana_apr_sep,tmin_mitjana_apr_sep,precip_oct_mar_mm,tmax_mitjana_oct_mar,tmin_mitjana_oct_mar,proxy_de,precip_abr_jun_mm,precip_jul_aug_mm,tmax_mitjana_jun_aug,tmax_mitjana_jul_aug,comarca_raw,temp_font,temp_proxy_de,clima_font
2019,BERGUEDÀ,5,0,3400.0,0.0,17,5,3400,1091.3,20.58333333,6.65,704,599.6,26.23333333,11.36666667,491.7,14.93333333,1.933333333,OSONA,311.8,157.6,30.96666667,31.95,BERGUEDÀ,proxy,OSONA,proxy_temp
2020,BERGUEDÀ,7,0,0.0,0.0,0,7,0,1894.4,20.125,7.616666667,704,1400.2,25.9,12.35,494.2,14.35,2.883333333,OSONA,667.3,617.4,28.8,30.75,BERGUEDÀ,proxy,OSONA,proxy_temp
2021,BERGUEDÀ,9,0,0.0,0.0,0,9,0,1442.8,20.18333333,7.325,704,1104.2,26.11666667,11.83333333,338.6,14.25,2.816666667,OSONA,581.9,141.2,30.26666667,31.35,BERGUEDÀ,proxy,OSONA,proxy_temp
2022,BERGUEDÀ,8,0,53.0,0.0,"0,424",8,53,1227.2,22.05833333,7.95,704,867.7,28.3,12.66666667,359.5,15.81666667,3.233333333,OSONA,325.7,312.9,32.9,33.65,BERGUEDÀ,proxy,OSONA,proxy_temp
2023,BERGUEDÀ,9,0,1000.0,0.0,9,9,1000,1025.0,21.80833333,7.5,704,819.7,27.53333333,12.55,205.3,16.08333333,2.45,OSONA,540.8,157.2,30.8,32.4,BERGUEDÀ,proxy,OSONA,proxy_temp
2024,BERGUEDÀ,10,0,1875.0,0.0,"18,75",10,1875,1674.8,21.15,8.258333333,704,991.2,26.51666667,12.16666667,683.6,15.78333333,4.35,OSONA,468.4,352.6,30.63333333,32.75,BERGUEDÀ,proxy,OSONA,proxy_temp
2013,CERDANYA,"0,9",0,2850.0,,3,"0,9","3333,333333",725.2,18.25833333,2.933333333,1214,495.2,23.23333333,7.233333333,230.0,13.28333333,-1.366666667,PALLARS SOBIRÀ,232.9,217.9,26.83333333,28.3,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2012,CERDANYA,0,0,,,,0,,445.8,19.15833333,2.866666667,1214,270.7,24.56666667,7.783333333,175.1,13.75,-2.05,PALLARS SOBIRÀ,166.7,56.8,28.53333333,29.45,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2011,CERDANYA,0,0,,,0,0,,463.7,19.53333333,3.658333333,1214,289.4,25.4,8.25,174.3,13.66666667,-0.933333333,PALLARS SOBIRÀ,166.2,67.6,27.06666667,28.2,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2010,CERDANYA,0,0,,,,0,,585.7,17.11666667,2.65,1214,418.0,23.5,7.4,167.7,10.73333333,-2.1,PALLARS SOBIRÀ,239.9,141.5,27.1,29.0,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2015,CERDANYA,1,0,0.0,0.0,0,1,0,549.0,20.05,3.691666667,1214,409.2,25.6,8.466666667,139.8,14.5,-1.083333333,PALLARS SOBIRÀ,179.4,176.1,29.13333333,29.9,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2017,CERDANYA,3,0,4353.0,0.0,"13,059",3,4353,582.9,20.15,2.958333333,1214,347.1,25.75,7.75,235.8,14.55,-1.833333333,PALLARS SOBIRÀ,203.7,78.6,29.4,29.9,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2018,CERDANYA,7,0,3500.0,0.0,"24,5",7,3500,777.9,18.8,3.583333333,1214,425.2,24.73333333,8.533333333,352.7,12.86666667,-1.366666667,PALLARS SOBIRÀ,239.4,140.9,28.06666667,29.45,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2019,CERDANYA,8,0,4000.0,0.0,32,8,4000,639.8,19.925,2.725,1214,357.7,25.28333333,7.316666667,282.1,14.56666667,-1.866666667,PALLARS SOBIRÀ,210.9,126.9,29.53333333,30.4,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2020,CERDANYA,8,0,4000.0,0.0,32,8,4000,631.9,19.61666667,3.691666667,1214,370.6,24.96666667,8.533333333,261.3,14.26666667,-1.15,PALLARS SOBIRÀ,200.4,107.2,27.93333333,29.85,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2021,CERDANYA,8,0,3601.0,0.0,29,8,3625,613.5,19.04166667,2.825,1214,421.5,24.3,7.55,192.0,13.78333333,-1.9,PALLARS SOBIRÀ,306.3,77.2,28.16666667,29.65,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2022,CERDANYA,7,0,3582.0,0.0,"25,074",7,3582,455.8,20.78333333,3.841666667,1214,309.1,26.93333333,8.4,146.7,14.63333333,-0.716666667,PALLARS SOBIRÀ,148.0,110.9,31.5,32.05,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2023,CERDANYA,10,0,2314.0,0.0,"23,14",10,2314,306.2,20.54166667,3.441666667,1214,197.9,26.18333333,8.183333333,108.3,14.9,-1.3,PALLARS SOBIRÀ,128.3,46.1,29.06666667,30.65,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2024,CERDANYA,10,0,2489.0,0.0,"24,89",10,2489,604.2,19.95,4.058333333,1214,358.2,25.05,7.816666667,246.0,14.85,0.3,PALLARS SOBIRÀ,207.3,92.2,29.43333333,31.25,CERDANYA,proxy,PALLARS SOBIRÀ,proxy_temp
2013,CONCA DE BARBERÀ,"3810,5","26,2",9039.0,13548.0,34798,"3836,7","9069,773503",1811.7,20.14166667,8.425,560,892.9,26.35,12.78333333,918.8,13.93333333,4.066666667,URGELL,612.9,223.2,30.4,32.1,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2012,CONCA DE BARBERÀ,3849,26,4967.0,9020.0,19347,3875,"4992,774194",1114.4,21.09166667,8.791666667,560,482.6,27.93333333,14.06666667,631.8,14.25,3.516666667,URGELL,328.4,50.3,32.2,32.5,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2011,CONCA DE BARBERÀ,3810,27,8220.0,13800.0,31689,3837,"8258,795934",1279.3,21.125,9.4,560,391.3,28.26666667,14.1,888.0,13.98333333,4.7,URGELL,368.0,12.9,30.36666667,31.5,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2010,CONCA DE BARBERÀ,3850,28,8100.0,12900.0,31538,3878,"8132,542548",1844.3,19.08333333,8.175,560,1080.5,26.11666667,13.21666667,763.8,12.05,3.133333333,URGELL,631.6,197.8,30.2,31.75,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2009,CONCA DE BARBERÀ,4267,27,8346.0,12840.0,35959,4294,"8374,24313",1474.7,20.35833333,9.366666667,560,768.2,27.13333333,14.16666667,706.5,13.58333333,4.566666667,URGELL,385.2,159.0,31.4,32.05,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2008,CONCA DE BARBERÀ,4399,27,5900.0,13750.0,26325,4426,"5947,808405",1862.1,19.3,8.716666667,560,1205.2,25.75,13.38333333,656.9,12.85,4.05,URGELL,946.7,118.3,29.6,30.85,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2014,CONCA DE BARBERÀ,3801,26,8332.0,12498.0,"31994,88",3827,"8360,303109",1805.6,21.19166667,9.741666667,560,897.2,27.3,13.98333333,908.4,15.08333333,5.5,URGELL,420.5,156.7,30.13333333,30.35,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2015,CONCA DE BARBERÀ,3752,25,6885.0,10327.0,26091,3777,"6907,863384",1005.1,21.41666667,9.333333333,560,528.4,28.61666667,14.38333333,476.7,14.21666667,4.283333333,URGELL,197.0,146.4,32.53333333,33.35,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2016,CONCA DE BARBERÀ,3846,25,6300.0,10500.0,"24492,3",3871,"6327,124774",1336.1,20.96666667,9.183333333,560,604.4,27.78333333,13.65,731.7,14.15,4.716666667,URGELL,391.4,147.8,31.7,32.95,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2017,CONCA DE BARBERÀ,3907,25,7139.0,8210.0,"28097,323",3932,"7145,809512",1114.7,21.30833333,8.966666667,560,333.7,28.35,13.93333333,781.0,14.26666667,4.0,URGELL,181.6,93.4,32.53333333,32.8,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2018,CONCA DE BARBERÀ,3944,25,6300.0,10500.0,"25109,7",3969,"6326,455026",2153.3,20.78333333,9.4,560,721.6,27.91666667,14.43333333,1431.7,13.65,4.366666667,URGELL,622.9,42.4,31.76666667,33.2,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2019,CONCA DE BARBERÀ,4025,29,6803.0,7489.0,"27599,256",4054,"6807,907252",1221.9,20.85833333,9.141666667,560,617.1,27.36666667,13.75,604.8,14.35,4.533333333,URGELL,350.0,201.0,31.86666667,32.8,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2020,CONCA DE BARBERÀ,4082,28,6663.0,8800.0,"27444,766",4110,"6677,558637",1618.2,20.59166667,9.558333333,560,822.7,27.28333333,14.43333333,795.5,13.9,4.683333333,URGELL,654.1,89.1,30.86666667,32.6,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2021,CONCA DE BARBERÀ,4010,28,10578.0,13007.0,"42781,976",4038,"10594,84299",1304.9,20.375,9.183333333,560,704.4,27.11666667,13.91666667,600.5,13.63333333,4.45,URGELL,514.5,76.2,31.03333333,31.75,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2022,CONCA DE BARBERÀ,4036,28,8880.0,10904.0,"36144,992",4064,"8893,944882",1057.7,22.475,10.71666667,560,698.5,29.31666667,15.63333333,359.2,15.63333333,5.8,URGELL,326.9,298.2,33.96666667,34.5,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2023,CONCA DE BARBERÀ,4012,28,4996.0,4511.0,"20170,26",4040,"4992,638614",972.1,22.16666667,10.0,560,710.2,29.08333333,15.1,261.9,15.25,4.9,URGELL,352.6,160.4,32.36666667,33.7,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2024,CONCA DE BARBERÀ,3973,28,4540.0,5252.0,"18184,476",4001,"4544,982754",1863.5,21.425,10.10833333,560,879.7,28.18333333,14.4,983.8,14.66666667,5.816666667,URGELL,397.6,100.5,32.73333333,34.25,CONCA DE BARBERÀ,proxy,URGELL,proxy_temp
2013,GARRAF,"875,2","0,7",9343.0,15000.0,8187,"875,9","9346,957415",586.9,20.73333333,13.06666667,17,260.2,24.61666667,17.25,326.7,16.85,8.883333333,BAIX LLOBREGAT,144.5,77.1,27.56666667,29.05,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2012,GARRAF,880,1,7187.0,15064.0,6343,881,"7199,772985",491.7,21.18333333,12.95,17,250.9,25.7,17.83333333,240.8,16.66666667,8.066666667,BAIX LLOBREGAT,94.6,76.3,28.26666667,29.1,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2011,GARRAF,891,1,8015.0,15064.0,7159,892,"8025,784753",641.7,21.39166667,13.925,17,190.2,25.65,18.58333333,451.5,17.13333333,9.266666667,BAIX LLOBREGAT,126.8,40.1,27.43333333,28.55,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2010,GARRAF,876,1,8703.0,16356.0,7645,877,"8717,217788",532.3,19.86666667,12.6,17,226.4,24.66666667,17.71666667,305.9,15.06666667,7.483333333,BAIX LLOBREGAT,148.4,41.3,27.73333333,29.2,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2009,GARRAF,911,1,8511.0,15995.0,7770,912,"8519,736842",429.4,20.84166667,13.5,17,164.6,25.4,18.36666667,264.8,16.28333333,8.633333333,BAIX LLOBREGAT,120.9,5.8,28.53333333,29.45,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2008,GARRAF,939,1,8576.0,12224.0,8065,940,"8579,787234",519.7,20.48333333,12.83333333,17,286.1,24.71666667,17.31666667,233.6,16.25,8.35,BAIX LLOBREGAT,191.0,56.2,27.56666667,28.65,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2014,GARRAF,856,1,7920.0,17000.0,"6796,52",857,"7930,595099",580.0,21.275,13.75833333,17,345.2,24.83333333,17.93333333,234.8,17.71666667,9.583333333,BAIX LLOBREGAT,89.2,144.0,27.2,27.75,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2015,GARRAF,851,1,8157.0,17000.0,6959,852,"8167,840376",428.5,21.4,13.55833333,17,221.6,25.6,18.35,206.9,17.2,8.766666667,BAIX LLOBREGAT,60.7,91.5,28.76666667,29.5,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2016,GARRAF,867,0,8473.0,0.0,"7346,091",867,8473,467.0,21.26666667,13.60833333,17,149.0,25.0,17.78333333,318.0,17.53333333,9.433333333,BAIX LLOBREGAT,73.7,32.0,27.66666667,28.65,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2017,GARRAF,890,0,6790.0,0.0,"6043,1",890,6790,359.8,21.6,13.5,17,96.8,25.75,18.25,263.0,17.45,8.75,BAIX LLOBREGAT,65.6,17.9,29.0,29.35,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2018,GARRAF,875,0,8500.0,0.0,"7437,5",875,8500,859.6,21.60833333,13.875,17,322.5,26.1,18.83333333,537.1,17.11666667,8.916666667,BAIX LLOBREGAT,98.3,116.9,29.03333333,30.35,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2019,GARRAF,867,0,8493.0,0.0,"7363,431",867,8493,414.9,21.48333333,13.425,17,203.9,25.25,17.86666667,211.0,17.71666667,8.983333333,BAIX LLOBREGAT,85.1,68.4,28.53333333,29.8,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2020,GARRAF,869,0,6778.0,0.0,"5890,082",869,6778,720.2,21.46666667,13.625,17,374.0,25.48333333,18.18333333,346.2,17.45,9.066666667,BAIX LLOBREGAT,218.6,80.4,27.96666667,29.35,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2021,GARRAF,854,0,7940.0,0.0,"6780,76",854,7940,415.9,20.96666667,13.63333333,17,175.2,25.08333333,18.2,240.7,16.85,9.066666667,BAIX LLOBREGAT,95.5,17.6,28.16666667,28.65,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2022,GARRAF,875,0,5323.0,0.0,"4657,625",875,5323,280.0,22.44166667,14.60833333,17,166.7,26.83333333,19.2,113.3,18.05,10.01666667,BAIX LLOBREGAT,69.0,71.6,30.1,31.05,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2023,GARRAF,876,0,3104.0,0.0,"2719,104",876,3104,286.0,21.63333333,13.95,17,131.8,25.66666667,18.75,154.2,17.6,9.15,BAIX LLOBREGAT,44.5,24.4,28.6,29.5,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
2024,GARRAF,864,0,3010.0,0.0,"2600,64",864,3010,619.4,21.45833333,14.01666667,17,269.2,24.93333333,17.88333333,350.2,17.98333333,10.15,BAIX LLOBREGAT,180.0,14.0,27.96666667,29.45,GARRAF,proxy,BAIX LLOBREGAT,proxy_temp
